Date,Score,URL,IP
2025-04-07 01:58:32,4.5,https://busc-aar2.ws/aU3V38/code.php/codigo.php,162.240.147.202
2025-04-07 01:58:29,4.0,https://bit.ly/42wVzmI,67.199.248.11
2025-04-07 01:58:15,5.1,https://amazon.cnxqd.com/amazon.co.jp/,172.67.155.211
2025-04-07 01:57:54,4.5,https://118682.fgk.my.id/,172.67.130.31
2025-04-07 01:57:40,4.4,http://ivote.0d30.icu/user/index_facebook.html,2606:4700:3030::ac43:afe6
2025-04-07 00:33:31,4.5,http://www.verify-rnetamask.com,2606:4700:3030::6815:4001
2025-04-07 00:33:20,4.1,http://www.swiftwalllet-conttractt.live,2606:4700:3035::6815:a82
2025-04-07 00:33:13,4.8,http://www.m-app.help,139.59.90.224
2025-04-07 00:33:10,4.3,http://www.jetztallesmoeglich.de/mastercard,81.28.228.171
2025-04-07 00:33:05,6.8,http://www.638cpf.com,45.204.10.22
2025-04-07 00:32:53,4.0,https://www.xz-elec.com,38.173.185.19
2025-04-07 00:32:50,4.9,https://www.pzdryer.com/h5,104.21.81.162
2025-04-07 00:32:48,5.0,https://www.lcloud-support.com-4t.ws/aU3V38/code.php,162.240.147.202
2025-04-07 00:32:46,5.0,https://www-enet.github.io/prestamo-bbva-mexico,185.199.110.153
2025-04-07 00:32:41,6.8,https://www.3a6b5c6.cc,20.239.97.157
2025-04-07 00:32:17,4.6,https://trezsteunirig.webflow.io,172.64.151.8
2025-04-07 00:32:13,4.4,https://sudheeshna08.github.io/Amazon,185.199.111.153
2025-04-07 00:31:57,4.5,https://secure-sso--coinbasepro--cdn-c-auth.webflow.io,2606:4700:4400::ac40:9708
2025-04-07 00:31:55,4.0,https://sasktelonlinenetworks.weebly.com,74.115.51.8
2025-04-07 00:31:53,6.1,https://safetyalertcontentvelocity-rho.vercel.app/get_help,64.29.17.129
2025-04-07 00:31:39,4.1,https://prashant-01-sanap.github.io/CSS_Project-1,2606:50c0:8002::153
2025-04-07 00:31:38,4.3,https://portal-coinbase-sso-cdn-auth.webflow.io,172.64.151.8
2025-04-07 00:31:37,5.9,https://policyalertbrandfuel.vercel.app/get_help,216.198.79.1
2025-04-07 00:31:36,6.6,https://pfk.laz.mybluehost.me/wp-admin/it/web/login.php,50.6.3.188
2025-04-07 00:31:34,4.5,https://p3mulih4n-4ku-d4n4.secaraa.online,172.67.169.58
2025-04-07 00:31:28,5.4,https://m.kucoin321.top/wallet,2606:4700:3030::6815:5ae6
2025-04-07 00:31:27,5.3,https://located.phone-insc.art/aU3V38/code.php,162.240.147.202
2025-04-07 00:31:22,4.1,https://led-walert.vercel.app,216.198.79.129
2025-04-07 00:31:21,4.1,https://ledger-com-firmwareupdate.shopstar.pk,64.20.56.218
2025-04-07 00:31:15,5.0,https://laliga26.github.io/bnp-paribas.com,2606:50c0:8003::153
2025-04-07 00:31:12,4.9,https://jvitor444.github.io/NETFLIX,185.199.111.153
2025-04-07 00:31:09,5.0,https://insta.notificial-account-instas.com,104.21.84.18
2025-04-07 00:31:05,5.8,https://iibtwebmail.weebly.com,74.115.51.8
2025-04-07 00:31:02,4.0,https://hxctfvtcx.ubpages.com/f824fa6a-1300-11f0-a3f4-92c1e971b19a,172.64.146.119
2025-04-07 00:31:01,4.3,https://hscshhsksccchccl.weebly.com,74.115.51.8
2025-04-07 00:30:59,6.3,https://guidelineviolationcontentgenius.vercel.app/get_help,64.29.17.65
2025-04-07 00:30:57,5.1,https://geminielecoogin.webflow.io,2606:4700:4400::6812:24f8
2025-04-07 00:30:48,4.1,https://eu-111.top,38.91.116.202
2025-04-07 00:30:46,4.1,http://serv-conbase.18-191-244-141.cprapid.com,18.191.244.141
2025-04-07 00:30:26,4.3,https://confirmattsectionprofilenowrestrictself.weebly.com,74.115.51.9
2025-04-07 00:30:16,4.1,https://canaoapost-hy.top,156.236.70.110
2025-04-07 00:30:09,5.4,https://baneserves.click/login,91.229.90.150
2025-04-07 00:29:55,5.0,https://akshay-848.github.io/Amazon-landing-page,185.199.109.153
2025-04-07 00:29:53,5.1,https://accountprotectionbrandadvocates-eight.vercel.app/get_help,216.198.79.1
2025-04-07 00:29:52,5.1,https://accountprotectionadstrategists-one.vercel.app/get_help,216.198.79.1
2025-04-07 00:29:51,4.5,https://account.helpsupport-community-standar.com,172.67.195.155
2025-04-07 00:29:49,6.4,https://7559457365.com,160.202.168.107
2025-04-07 00:29:46,6.4,https://57365ii.cc,160.202.168.107
2025-04-07 00:29:44,5.9,https://55115f.com,154.19.70.22
2025-04-07 00:29:42,6.4,https://547355.com,45.138.71.205
2025-04-07 00:29:40,4.9,https://509014.cc,182.16.78.102
2025-04-07 00:29:37,4.1,http://policy-violation-5619392641.msurridge.co.uk,2606:4700:3031::6815:11c7
2025-04-07 00:29:07,4.1,http://monpatrtincaf.blogspot.ch,142.251.41.1
2025-04-07 00:29:06,5.5,http://mhaibraagimbgledgiaegiofmg0ibhaagimbg9ledgiaemgyib.vercel.app/idsp/10007512780106.html,216.198.79.193
2025-04-07 00:28:47,4.9,http://kuicuoinglin.webflow.io,172.64.151.8
2025-04-07 00:28:45,4.9,http://hubiino222.blogspot.tw,142.251.41.1
2025-04-07 00:28:41,4.1,http://hubiino222.blogspot.ru,2607:f8b0:4006:824::2001
2025-04-07 00:28:39,4.9,http://hubiino222.blogspot.ie,2607:f8b0:4006:824::2001
2025-04-07 00:28:38,4.9,http://hubiino222.blogspot.hu,142.251.41.1
2025-04-07 00:28:34,4.9,http://hubiino222.blogspot.com.ee,142.251.41.1
2025-04-07 00:28:33,4.9,http://hubiino222.blogspot.com.co,142.251.41.1
2025-04-07 00:28:31,4.4,http://hubiino222.blogspot.ca,2607:f8b0:4006:824::2001
2025-04-07 00:28:30,4.9,http://hubiino222.blogspot.am,142.251.41.1
2025-04-07 00:28:29,4.4,http://hubiino222.blogspot.ae,142.251.41.1
2025-04-06 23:02:51,4.7,https://web--coinbasehelp--cdn--auth.webflow.io/,2606:4700:4400::6812:24f8
2025-04-06 23:02:47,5.3,https://videonuee.weebly.com/,74.115.51.8
2025-04-06 23:02:45,5.8,https://vfynwsstcomcv.weebly.com/,74.115.51.9
2025-04-06 23:02:44,5.8,https://vfynrthwtcmbk.weebly.com/,74.115.51.8
2025-04-06 23:02:42,5.8,https://urkweb.weebly.com/,74.115.51.8
2025-04-06 23:02:39,6.3,https://update.authy-coinbase.18-191-244-141.cprapid.com/secured/otp6/sign/index.html?23g4dgew,18.191.244.141
2025-04-06 23:02:38,5.8,https://unisewaplogine.webflow.io/,2606:4700:4400::ac40:9708
2025-04-06 23:02:32,4.5,https://trezhardwllet.webflow.io/,172.64.151.8
2025-04-06 23:02:29,5.8,https://th3cu.weebly.com/,74.115.51.9
2025-04-06 23:02:22,4.1,https://sjtgrfdjyndffyu.godaddysites.com/,13.248.243.5
2025-04-06 23:02:09,4.7,https://service--metamask--cdn.webflow.io/,104.18.36.248
2025-04-06 23:02:06,4.1,https://secure-appstart-ledger-auth.webflow.io/,104.18.36.248
2025-04-06 23:02:04,4.5,https://secure-apps--coinbasepro---cdn-x.webflow.io/,104.18.36.248
2025-04-06 23:02:01,6.2,https://roundcubewebmaillogin.weebly.com/,74.115.51.8
2025-04-06 23:02:00,5.7,https://robinhdluginn.webflow.io/,172.64.151.8
2025-04-06 23:01:29,4.1,https://othugrcorreosvo.weebly.com/,74.115.51.8
2025-04-06 23:01:17,5.1,https://ofyufykyf.weebly.com/,74.115.51.9
2025-04-06 23:01:16,4.9,https://mutamhrotensionz.webflow.io/,172.64.151.8
2025-04-06 23:01:13,4.6,https://mitauuskluggon.webflow.io/,2606:4700:4400::6812:24f8
2025-04-06 23:01:12,5.6,https://microapp365.weebly.com/,74.115.51.9
2025-04-06 23:01:11,4.9,https://metamyextensiun.webflow.io/,2606:4700:4400::6812:24f8
2025-04-06 23:01:09,5.4,https://mailmetrocastcommunicationcourierservice.weebly.com/,74.115.51.8
2025-04-06 23:01:08,5.4,https://logginimini.webflow.io/,2606:4700:4400::ac40:9708
2025-04-06 23:01:06,4.6,https://lntrant.weebly.com/,74.115.51.8
2025-04-06 23:00:56,4.9,https://kucoqnlog.webflow.io/,172.64.151.8
2025-04-06 23:00:55,5.6,https://kucoinvrlogin.webflow.io/,104.18.36.248
2025-04-06 23:00:54,5.6,https://kucoinqcologin.webflow.io/,104.18.36.248
2025-04-06 23:00:53,5.4,https://kucionlogein.webflow.io/,172.64.151.8
2025-04-06 23:00:51,5.4,https://kucinlofigine.webflow.io/,2606:4700:4400::ac40:9708
2025-04-06 23:00:48,5.8,https://ipfs.io/ipfs/QmXke6qngHV2ajNQmVNwzFNGVvfza1gqt9TQ3gLmoet6uP/#x@x.com,209.94.90.1
2025-04-06 23:00:47,4.9,https://ieeiorg.weebly.com/,74.115.51.9
2025-04-06 23:00:44,5.4,https://hfjyuriusersonliine.weebly.com/,74.115.51.9
2025-04-06 23:00:43,4.9,https://hfgcfgh.weebly.com/,74.115.51.8
2025-04-06 23:00:41,4.9,https://gmxuknetwork.weebly.com/,74.115.51.9
2025-04-06 23:00:38,4.9,https://gamnilokgen.webflow.io/,104.18.36.248
2025-04-06 23:00:21,4.9,https://cogecomailweb.weebly.com/,74.115.51.9
2025-04-06 23:00:20,5.4,https://cmvkc.weebly.com/,74.115.51.8
2025-04-06 23:00:16,5.5,https://channelhub.info/p31331b2fic3604dediac3040c4797ff0d6b.html,104.26.13.61
2025-04-06 23:00:11,4.9,https://bbbbbtttteeelllwebm.weebly.com/,74.115.51.8
2025-04-06 23:00:06,4.9,https://attwebmaill.weebly.com/,74.115.51.8
2025-04-06 22:59:57,4.4,https://admintelsns.weebly.com/,74.115.51.8
2025-04-06 22:59:53,4.9,https://abv-106236gh.weeblysite.com/,74.115.51.55
2025-04-06 22:59:52,5.4,https://54647687.weebly.com/,74.115.51.8
2025-04-06 22:59:51,4.4,https://4cangzhou.icu/uoemama/,47.83.189.115
2025-04-06 22:59:38,4.9,https://15belles.icu/uoemama/,47.83.189.115
2025-04-06 22:59:37,4.9,https://0pl222.weebly.com/,74.115.51.8
2025-04-06 22:59:17,5.4,http://011x.5812454.xyz/,172.67.173.247
2025-04-06 21:40:22,4.4,http://www.yzyyhl.cn/,43.165.129.119
2025-04-06 21:40:17,4.4,http://www.yipinhanshu.cn/,43.165.129.119
2025-04-06 21:40:15,4.4,http://www.yibingo.cn/,43.165.129.119
2025-04-06 21:40:02,4.3,http://www.unionan.cn/,43.165.129.119
2025-04-06 21:39:58,4.5,http://www.uitalk.com.cn/,43.165.129.119
2025-04-06 21:39:55,4.6,http://www.travelnationspromotion.shop/,82.25.72.57
2025-04-06 21:39:52,4.8,http://www.paylink-netflix.info/,176.65.134.27
2025-04-06 21:39:46,5.0,http://www.m-app.help/,139.59.90.224
2025-04-06 21:39:43,6.2,http://www.located.my-lphones.me/aU3V38/code.php,162.240.147.202
2025-04-06 21:39:31,4.3,http://www.fufvu.cn/,43.165.129.119
2025-04-06 21:39:21,6.0,http://www.638cpf.com/,45.204.10.22
2025-04-06 21:39:16,4.8,http://tidal-boiled-amphibian.glitch.me/,151.101.130.59
2025-04-06 21:39:12,4.9,https://yuvrajnayak19.github.io/amazon-clone/,185.199.109.153
2025-04-06 21:39:10,4.3,https://www.xz-elec.com/,38.173.185.19
2025-04-06 21:38:58,6.3,https://www.pzdryer.com/h5/,2606:4700:3034::ac43:9105
2025-04-06 21:38:55,6.5,https://www.lcloud-support.com-4t.ws/aU3V38/code.php/,162.240.147.202
2025-04-06 21:38:45,6.8,https://www.3a6b5c6.cc/,20.239.97.157
2025-04-06 21:38:43,4.4,https://whatsappo.vip/index.html,34.143.183.122
2025-04-06 21:38:38,5.0,https://webmal-109288.weeblysite.com/,74.115.51.54
2025-04-06 21:38:37,4.9,https://watermelon-id29962148.vercel.app/hhkruu.html,216.198.79.1
2025-04-06 21:38:36,5.5,https://waterdamagehomeinsuranceclaims.com/payment.html,196.251.83.152
2025-04-06 21:38:35,5.4,https://wap.pagesweeper.com/,154.216.142.54
2025-04-06 21:38:27,4.0,https://userguidelinesbrandgen-gold.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,64.29.17.129
2025-04-06 21:38:26,4.5,https://userguidelinesbrandgen-gold.vercel.app/get_help,216.198.79.193
2025-04-06 21:38:24,4.8,https://unlock.manager-protective.cloud/supports/hfsideseguros,2606:4700:3030::6815:3001
2025-04-06 21:38:23,5.5,https://unlock.centre-help-pages.cloud/active:argtravelagencysrl,2606:4700:3030::6815:5001
2025-04-06 21:38:21,5.9,https://tzavelo.za.com/redirect/doc.php/,69.49.246.245
2025-04-06 21:38:20,4.5,https://tzavelo.za.com/redirect/doc.php,69.49.246.245
2025-04-06 21:38:17,5.2,https://trezsteunirig.webflow.io/,2606:4700:4400::ac40:9708
2025-04-06 21:38:16,5.4,https://tony-id363849208.vercel.app/hhkruu.html,64.29.17.193
2025-04-06 21:38:14,4.9,https://teyur.weebly.com/,74.115.51.8
2025-04-06 21:38:11,5.8,https://termsbreachsocialventures.vercel.app/get_help,64.29.17.129
2025-04-06 21:38:04,4.5,http://staemcomunmutty.com/ed425abcbd53486603768017e49d54cd/c3RlYW1jb211bm5pdHkuY28=/aHR0cDovL3N0YWVtY29tdW5tdXR0eS5jb20vZ2lmdC9hY3RpdmF0aW9uPURvcjVGaG5tOXcv,2606:4700:3030::6815:6001
2025-04-06 21:38:01,5.9,https://sudheeshna08.github.io/Amazon/,2606:50c0:8003::153
2025-04-06 21:37:58,5.2,https://stearncummunity.com/tradeoffer/new/?partner=855268358&token=hL5xBGgK,172.67.192.246
2025-04-06 21:37:57,4.2,https://s.team-i.cc/p/gkhs-kwlp/pcbaqqbb,62.60.232.29
2025-04-06 21:37:54,4.5,https://staemcomunmutty.com/ed425abcbd53486603768017e49d54cd/c3RlYW1jb211bm5pdHkuY28=/aHR0cDovL3N0YWVtY29tdW5tdXR0eS5jb20vZ2lmdC9hY3RpdmF0aW9uPURvcjVGaG5tOXc=,2606:4700:3030::6815:5001
2025-04-06 21:37:48,4.4,https://sohandh.github.io/amazon-clone/,185.199.110.153
2025-04-06 21:37:41,4.8,https://simoenape-mioma6.pages.dev/help/contact/31493010732861,2606:4700:3030::6815:7001
2025-04-06 21:37:39,7.9,https://signin10log0onlinewp-mbissl.github.io/live.com/,2606:50c0:8001::153
2025-04-06 21:37:38,7.5,https://signin10log0onlinewp-mbissl.github.io/live.com,2606:50c0:8003::153
2025-04-06 21:37:33,6.7,https://securepage.cloud/8b2e797f6x9d014841n89cb9137j39c932fd.html,172.67.70.21
2025-04-06 21:37:31,5.1,https://sasktelonlinenetworks.weebly.com/,74.115.51.8
2025-04-06 21:37:29,6.6,https://safetyalertcontentvelocity-rho.vercel.app/get_help/,216.198.79.65
2025-04-06 21:37:23,5.4,https://reportcontentcontentblast.vercel.app/get_help,216.198.79.1
2025-04-06 21:37:10,4.9,https://protectusercontentbrandmasters.vercel.app/get_help,216.198.79.129
2025-04-06 21:37:08,5.4,https://protectprivacymarketshapers.vercel.app/get_help,64.29.17.65
2025-04-06 21:37:08,5.8,https://privacyleadsurge-nine.vercel.app/get_help,216.198.79.65
2025-04-06 21:37:05,4.1,https://prashant-01-sanap.github.io/CSS_Project-1/,185.199.110.153
2025-04-06 21:37:03,4.2,https://policyalertbrandfuel.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM,64.29.17.193
2025-04-06 21:37:02,6.4,https://policyalertbrandfuel.vercel.app/get_help/,64.29.17.193
2025-04-06 21:37:01,6.6,https://pfk.laz.mybluehost.me/wp-admin/it/web/login.php/,50.6.3.188
2025-04-06 21:36:57,4.5,https://pagesecuritysocialleads-dusky.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,216.198.79.193
2025-04-06 21:36:56,4.7,https://pagesecuritysocialleads-dusky.vercel.app/get_help,216.198.79.193
2025-04-06 21:36:54,5.5,https://open-onyx-peripheral.glitch.me/public/nfcundagii1.html,2a04:4e42:600::571
2025-04-06 21:36:50,4.2,https://notcvn.top/,134.122.196.83
2025-04-06 21:36:48,6.5,https://natalie-id3623454.vercel.app/om.lik.html,216.198.79.1
2025-04-06 21:36:47,5.6,https://natalie-id3623454.vercel.app/hhkruu.html,216.198.79.129
2025-04-06 21:36:45,5.9,https://mutly.wpenginepowered.com/su/login.html,141.193.213.11
2025-04-06 21:36:43,6.3,https://mlbgsrtulondfoybuxxgxxnlw3ovzovnnn2tx4qqpyvmeslclsja.g8way.io/YsJpRnRbmjK7AaXua92rtt1cuq1rdTvyEH4qwkliXJI?email=3mail@b.c&%ED%83%99zh,104.26.5.218
2025-04-06 21:36:42,5.5,https://m.kucoin321.top/wallet/,172.67.162.54
2025-04-06 21:36:41,5.7,https://midiakit.net/meta-support-es-es-facebook,157.230.55.150
2025-04-06 21:36:39,6.5,https://metrovet.co.ke/au/netpanel24/emember-netflix.sncgp.pt/,2606:4700:3030::6815:5001
2025-04-06 21:36:38,5.0,https://metrovet.co.ke/au/netpanel24/emember-netflix.sncgp.pt,104.21.16.1
2025-04-06 21:36:37,4.5,https://metacas6565.com/?business=128281685987&step=1,176.65.134.13
2025-04-06 21:36:35,6.3,https://located.phone-insc.art/aU3V38/code.php/,162.240.147.202
2025-04-06 21:36:22,5.2,https://lia1oc3u.vercel.app/metasp.html,64.29.17.1
2025-04-06 21:36:20,5.7,https://lbsiv.cn/,43.131.249.133
2025-04-06 21:36:17,5.2,https://lanmanx5r2.vercel.app/metasp.html,64.29.17.193
2025-04-06 21:36:16,6.5,https://laliga26.github.io/bnp-paribas.com/,2606:50c0:8001::153
2025-04-06 21:36:14,6.0,https://jvitor444.github.io/NETFLIX/,185.199.111.153
2025-04-06 21:36:13,4.0,https://itzbharathh.github.io/Amazon-clone/,2606:50c0:8002::153
2025-04-06 21:36:10,4.6,https://ingressbcr.top/,91.229.90.155
2025-04-06 21:36:08,6.1,https://illegalactivitybrandgen-phi.vercel.app/get_help,64.29.17.1
2025-04-06 21:36:07,5.9,https://iibtwebmail.weebly.com/,74.115.51.9
2025-04-06 21:36:03,4.7,https://iaazy.cn/,43.131.249.133
2025-04-06 21:36:00,6.0,https://himanshuco.github.io/Netflix_clone04,185.199.108.153
2025-04-06 21:35:57,5.9,https://guidelineviolationcontentgenius.vercel.app/get_help/,216.198.79.65
2025-04-06 21:35:56,4.0,https://guidelinesenforcementcontentvelocity-seven.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,64.29.17.193
2025-04-06 21:35:55,5.5,https://guidelinesenforcementcontentvelocity-seven.vercel.app/get_help,216.198.79.65
2025-04-06 21:35:53,5.7,https://geminielecoogin.webflow.io/,2606:4700:4400::6812:24f8
2025-04-06 21:35:51,6.5,https://g8way.io/YsJpRnRbmjK7AaXua92rtt1cuq1rdTvyEH4qwkliXJI?email=3mail@b.c&%ED%83%99zh,2606:4700:20::681a:5da
2025-04-06 21:35:50,4.9,https://futures.kucoin.biz/,2606:4700:4400::6812:249e
2025-04-06 21:35:39,4.2,https://enforcementalertimpactjourney.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,216.198.79.129
2025-04-06 21:35:38,4.4,https://enforcementadcraftpro-tau.vercel.app/get_help,64.29.17.129
2025-04-06 21:35:37,4.1,https://e4d2f614-edc780fb-378eff5f57ef-ads-business-request-review.vercel.app/troubleshoot/221149188908254,64.29.17.193
2025-04-06 21:35:33,4.6,https://docusign-kappa.vercel.app/,64.29.17.65
2025-04-06 21:35:20,4.0,https://copyrightenforcementcontentpros-five.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA.html,216.198.79.1
2025-04-06 21:35:18,4.0,https://copyrightenforcementcontentpros-five.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,216.198.79.193
2025-04-06 21:35:17,5.5,https://copyrightenforcementcontentpros-five.vercel.app/get_help,216.198.79.129
2025-04-06 21:35:16,4.9,https://content-compliance-division-cbeb.vercel.app/hiagit.tok/hhkruu.html,64.29.17.65
2025-04-06 21:35:14,4.5,https://claimxy.github.io/claim/bgmi/?id=7418475013,185.199.111.153
2025-04-06 21:35:13,4.0,https://claimnoticetrendignite-six.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA.html,64.29.17.193
2025-04-06 21:35:12,4.0,https://claimnoticetrendignite-six.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,216.198.79.65
2025-04-06 21:35:11,5.5,https://claimnoticetrendignite-six.vercel.app/get_help,216.198.79.193
2025-04-06 21:35:10,4.2,https://case-id-1000228260602.counselschambers.co.uk/,2606:4700:3032::ac43:a8bf
2025-04-06 21:35:09,4.1,https://case-id-1000228257182.counselschambers.co.uk/,104.21.70.234
2025-04-06 21:35:05,5.1,https://captiveresourcesharepoint.com/,52.191.175.126
2025-04-06 21:34:57,4.2,https://businessliveassistance.net/,35.214.103.105
2025-04-06 21:34:56,5.5,https://breard20020.github.io/03992fm22,2606:50c0:8003::153
2025-04-06 21:34:54,4.1,https://bfeab400-d3f2a56e-392d40bc3e09-ads-business-request-review.vercel.app/troubleshoot/221149188908254,216.198.79.193
2025-04-06 21:34:53,5.5,https://bell-485yh48.weebly.com/,74.115.51.8
2025-04-06 21:34:52,5.0,https://beautiful-wooden-slayer.glitch.me/public/nfcn0dagii1.html,2a04:4e42:200::571
2025-04-06 21:34:51,4.5,https://basaveshwarbankkalburgi.in/,192.185.129.84
2025-04-06 21:34:49,5.5,https://baneserves.click/login/,2a00:b700:5:100::106
2025-04-06 21:34:40,5.0,https://anticipation-smeta-ads-business.vercel.app/mkri.ouss/hhkruu.html,64.29.17.193
2025-04-06 21:34:39,4.5,https://anshrg04.github.io/Amazon-clone/,185.199.109.153
2025-04-06 21:34:36,4.2,https://akshay-848.github.io/Amazon-landing-page/,2606:50c0:8000::153
2025-04-06 21:34:35,4.1,https://acervodisponivel.com.br/login,186.250.240.92
2025-04-06 21:34:32,4.5,https://accountprotectionbrandadvocates-eight.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,64.29.17.193
2025-04-06 21:34:31,6.1,https://accountprotectionbrandadvocates-eight.vercel.app/get_help/,216.198.79.65
2025-04-06 21:34:30,6.1,https://accountprotectionadstrategists-one.vercel.app/get_help/,64.29.17.193
2025-04-06 21:34:27,7.0,https://aashujeet6260.github.io/clonenetflix.github.io/,185.199.110.153
2025-04-06 21:34:26,6.5,https://aashujeet6260.github.io/clonenetflix.github.io,185.199.111.153
2025-04-06 21:34:25,5.4,https://a4.cik.ink/,13.70.31.33
2025-04-06 21:34:23,5.6,https://7559457365.com/,160.202.168.107
2025-04-06 21:34:21,6.4,https://57365ii.cc/,160.202.168.107
2025-04-06 21:34:18,5.6,https://55115f.com/,45.204.17.189
2025-04-06 21:34:16,5.6,https://547355.com/,45.138.71.205
2025-04-06 21:34:15,5.9,https://509014.cc/,182.16.78.101
2025-04-06 21:34:13,4.0,https://4eb2845e-d0b2-4e2e-922c-ads-business-request-review.vercel.app/troubleshoot/loading,64.29.17.65
2025-04-06 21:34:09,5.8,https://1211-rho.vercel.app/intest.html/,64.29.17.65
